2026/07/31 22:34:22.790, 36.97, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:22.997, 36.97, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:23.197, 36.96, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:23.397, 37.06, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:23.598, 37.16, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:23.798, 37.25, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:24.154, 39.12, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:24.355, 50.89, 250.00, 0, 1410, 1215, 40, P0
2026/07/31 22:34:24.556, 50.99, 250.00, 11, 1410, 1215, 40, P0
2026/07/31 22:34:24.756, 49.88, 250.00, 2, 1410, 1215, 41, P0
2026/07/31 22:34:24.956, 50.08, 250.00, 0, 1410, 1215, 41, P0
2026/07/31 22:34:25.157, 49.87, 250.00, 0, 1410, 1215, 41, P0
2026/07/31 22:34:25.357, 49.92, 250.00, 0, 1410, 1215, 41, P0
2026/07/31 22:34:25.557, 50.03, 250.00, 0, 1410, 1215, 41, P0
2026/07/31 22:34:25.758, 50.03, 250.00, 0, 1410, 1215, 41, P0
2026/07/31 22:34:25.958, 49.92, 250.00, 0, 1410, 1215, 41, P0
2026/07/31 22:34:26.158, 37.65, 250.00, 3, 1140, 1215, 40, P0
2026/07/31 22:34:26.359, 62.27, 250.00, 7, 1140, 1215, 41, P0
2026/07/31 22:34:26.559, 157.36, 250.00, 25, 1140, 1215, 43, P0
2026/07/31 22:34:26.760, 50.27, 250.00, 93, 1410, 1215, 41, P0
2026/07/31 22:34:26.960, 50.07, 250.00, 0, 1410, 1215, 41, P0
2026/07/31 22:34:27.161, 49.87, 250.00, 0, 1410, 1215, 41, P0
2026/07/31 22:34:27.361, 49.97, 250.00, 0, 1410, 1215, 41, P0
2026/07/31 22:34:27.561, 49.97, 250.00, 0, 1410, 1215, 41, P0
2026/07/31 22:34:27.762, 49.87, 250.00, 0, 1410, 1215, 41, P0
2026/07/31 22:34:27.962, 49.78, 250.00, 0, 1410, 1215, 41, P0
2026/07/31 22:34:28.162, 49.78, 250.00, 0, 1410, 1215, 41, P0
2026/07/31 22:34:28.363, 49.81, 250.00, 0, 1410, 1215, 41, P0
2026/07/31 22:34:28.563, 37.56, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:28.764, 37.10, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:28.964, 37.05, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:29.164, 36.83, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:29.365, 36.87, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:29.565, 36.88, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:29.766, 36.85, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:29.966, 36.95, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:30.166, 36.73, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:30.367, 36.87, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:30.567, 36.76, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:30.768, 36.77, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:30.968, 36.77, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:31.168, 36.73, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:31.369, 36.74, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:31.569, 36.78, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:31.770, 36.73, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:31.970, 36.78, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:32.170, 36.78, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:32.371, 36.83, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:32.571, 36.85, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:32.772, 36.68, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:32.972, 36.76, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:33.173, 36.78, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:33.373, 36.65, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:33.573, 36.74, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:33.774, 36.69, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:33.974, 36.76, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:34.175, 36.76, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:34.375, 36.67, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:34.575, 36.78, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:34.776, 36.73, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:34.976, 36.76, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:35.176, 36.76, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:35.377, 36.64, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:35.577, 36.76, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:35.778, 36.76, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:35.978, 36.74, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:36.178, 36.73, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:36.379, 36.73, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:36.579, 36.66, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:36.780, 36.64, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:36.980, 36.55, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:37.181, 36.76, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:37.381, 36.63, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:37.582, 36.74, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:37.782, 36.62, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:37.982, 36.76, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:38.183, 36.73, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:38.383, 36.63, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:38.583, 36.76, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:38.784, 36.62, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:38.984, 36.53, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:39.185, 36.76, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:39.385, 36.66, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:39.585, 36.64, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:39.786, 36.63, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:39.986, 36.62, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:40.187, 36.62, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:40.387, 36.65, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:40.587, 36.54, 250.00, 0, 1140, 1215, 40, P0
2026/07/31 22:34:40.788, 36.64, 250.00, 0, 1140, 1215, 40, P0
